trr_id,weapon_type,firearm_caliber,weapon_description
24809,FIREARM - SEMI-AUTOMATIC,OTHER,.40 CAL GLOCK
24810,FIREARM - SEMI-AUTOMATIC,OTHER,.40 CALIBER GLOCK
24815,"MOUTH (SPIT,BITE,ETC)",,
24817,HANDS/FISTS,,
24829,OTHER (SPECIFY),,THREW BACKPACK
24831,VERBAL THREAT (ASSAULT),,
24835,HANDS/FISTS,,
24849,FIREARM - SEMI-AUTOMATIC, 9 MM,
24851,HANDS/FISTS,,
24859,HANDS/FISTS,,
24860,FEET,,
24860,HANDS/FISTS,,
24861,HANDS/FISTS,,
24861,VERBAL THREAT (ASSAULT),,
24862,HANDS/FISTS,,
24862,VERBAL THREAT (ASSAULT),,
24863,HANDS/FISTS,,
24867,FIREARM - SEMI-AUTOMATIC, 9 MM,
24871,VERBAL THREAT (ASSAULT),,
24872,OTHER (SPECIFY),,POOL STICK
24872,VERBAL THREAT (ASSAULT),,
24873,OTHER (SPECIFY),,CRUTCH
24873,OTHER (SPECIFY),,SWINGING CRUTCH
24873,VERBAL THREAT (ASSAULT),,
24877,OTHER (SPECIFY),,FLAILING ARMS AND ELBOWS
24884,FEET,,
24884,HANDS/FISTS,,
24884,VERBAL THREAT (ASSAULT),,
24885,FEET,,
24885,HANDS/FISTS,,
24885,VERBAL THREAT (ASSAULT),,
24887,KNIFE/OTHER CUTTING INSTRUMENT,,
24888,HANDS/FISTS,,
24891,FIREARM - SEMI-AUTOMATIC, 9 MM,
24892,FIREARM - SEMI-AUTOMATIC, 9 MM,
24894,HANDS/FISTS,,
24895,FEET,,
24899,FEET,,
24900,"MOUTH (SPIT,BITE,ETC)",,
24901,KNIFE/OTHER CUTTING INSTRUMENT,,
24906,VERBAL THREAT (ASSAULT),,
24916,FIREARM - REVOLVER, 38 CAL,
24917,HANDS/FISTS,,
24917,VERBAL THREAT (ASSAULT),,
24921,FEET,,
24923,OTHER (SPECIFY),,JUMPED ON OFFICERS BACK
24925,HANDS/FISTS,,
24927,FEET,,
24927,HANDS/FISTS,,
24931,OTHER (SPECIFY),,MADE CONTACT WITH R/O'S VEST BY PUSHING OFF
24937,HANDS/FISTS,,
24941,FEET,,
24941,HANDS/FISTS,,
24942,FEET,,
24942,HANDS/FISTS,,
24943,HANDS/FISTS,,
24944,HANDS/FISTS,,
24946,HANDS/FISTS,,
24947,HANDS/FISTS,,
24949,"MOUTH (SPIT,BITE,ETC)",,
24950,FEET,,
24950,HANDS/FISTS,,
24950,VERBAL THREAT (ASSAULT),,
24952,HANDS/FISTS,,
24953,HANDS/FISTS,,
24957,VERBAL THREAT (ASSAULT),,
24958,HANDS/FISTS,,
24964,FEET,,
24964,OTHER (SPECIFY),,KICKING INSIDE SQUAD CAR
24964,VERBAL THREAT (ASSAULT),,
24969,HANDS/FISTS,,
24970,HANDS/FISTS,,
24970,VERBAL THREAT (ASSAULT),,
24972,HANDS/FISTS,,
24973,OTHER (SPECIFY),,VEHICLE
24973,VEHICLE - OFFICER STRUCK WITH VEHICLE,,
24973,VERBAL THREAT (ASSAULT),,
24974,OTHER (SPECIFY),,VEHICLE
24974,VEHICLE - OFFICER STRUCK WITH VEHICLE,,
24976,"MOUTH (SPIT,BITE,ETC)",,
24991,FEET,,
24991,HANDS/FISTS,,
24996,FEET,,
24996,HANDS/FISTS,,
24996,"MOUTH (SPIT,BITE,ETC)",,
24996,OTHER (SPECIFY),,FLAILED ARMS
24996,VERBAL THREAT (ASSAULT),,
24998,OTHER (SPECIFY),,BODY
24999,HANDS/FISTS,,
25001,VERBAL THREAT (ASSAULT),,
25003,HANDS/FISTS,,
25004,FEET,,
25004,"MOUTH (SPIT,BITE,ETC)",,
25005,OTHER (SPECIFY),,HOT FOOD
25006,HANDS/FISTS,,
25007,HANDS/FISTS,,
25007,"MOUTH (SPIT,BITE,ETC)",,
25007,VERBAL THREAT (ASSAULT),,
25008,FEET,,
25008,HANDS/FISTS,,
25008,"MOUTH (SPIT,BITE,ETC)",,
25009,HANDS/FISTS,,
25012,FEET,,
25012,HANDS/FISTS,,
25012,"MOUTH (SPIT,BITE,ETC)",,
25013,HANDS/FISTS,,
25017,HANDS/FISTS,,
25018,HANDS/FISTS,,
25019,HANDS/FISTS,,
25020,FEET,,
25020,HANDS/FISTS,,
25021,"MOUTH (SPIT,BITE,ETC)",,
25021,VERBAL THREAT (ASSAULT),,
25025,FEET,,
25025,HANDS/FISTS,,
25026,FEET,,
25026,HANDS/FISTS,,
25027,FEET,,
25027,HANDS/FISTS,,
25028,FIREARM - SEMI-AUTOMATIC, 9 MM,
25029,FEET,,
25029,HANDS/FISTS,,
25030,FIREARM - SEMI-AUTOMATIC, 9 MM,
25031,FEET,,
25031,HANDS/FISTS,,
25032,FEET,,
25032,HANDS/FISTS,,
25035,VEHICLE - OFFICER STRUCK WITH VEHICLE,,
25043,HANDS/FISTS,,
25043,OTHER (SPECIFY),,PUSHED WITH BOTH ARMS
25043,VERBAL THREAT (ASSAULT),,
25046,OTHER (SPECIFY),,METAL BED FRAME
25046,VERBAL THREAT (ASSAULT),,
25049,"MOUTH (SPIT,BITE,ETC)",,
25051,FEET,,
25053,VERBAL THREAT (ASSAULT),,
25054,VERBAL THREAT (ASSAULT),,
25056,HANDS/FISTS,,
25059,OTHER (SPECIFY),,KICKED PARTNER
25059,VERBAL THREAT (ASSAULT),,
25061,OTHER (SPECIFY),,THREW GARBAGE CAN  AT PARTNER
25064,HANDS/FISTS,,
25065,HANDS/FISTS,,
25075,HANDS/FISTS,,
25078,VERBAL THREAT (ASSAULT),,
25081,OTHER (SPECIFY),,BRANDISHED A KNIFE
25082,VERBAL THREAT (ASSAULT),,
25083,"MOUTH (SPIT,BITE,ETC)",,
25084,KNIFE/OTHER CUTTING INSTRUMENT,,KNIFE
25084,OTHER (SPECIFY),,BRANDISHED KNIFE
25095,FEET,,
25098,HANDS/FISTS,,
25107,HANDS/FISTS,,
25107,VERBAL THREAT (ASSAULT),,
25111,HANDS/FISTS,,
25118,FEET,,
25118,VERBAL THREAT (ASSAULT),,
25119,FEET,,
25119,HANDS/FISTS,,
25119,VERBAL THREAT (ASSAULT),,
25121,HANDS/FISTS,,
25122,HANDS/FISTS,,
25125,OTHER (SPECIFY),,BIT OFFICER'S RIGHT ARM
25130,OTHER (SPECIFY),,HEAD
25133,HANDS/FISTS,,
25134,HANDS/FISTS,,
25135,HANDS/FISTS,,
25141,FEET,,
25141,HANDS/FISTS,,
25141,"MOUTH (SPIT,BITE,ETC)",,
25143,VERBAL THREAT (ASSAULT),,
25145,KNIFE/OTHER CUTTING INSTRUMENT,,
25149,HANDS/FISTS,,
25151,HANDS/FISTS,,
25160,FEET,,
25160,HANDS/FISTS,,
25162,FEET,,
25162,HANDS/FISTS,,
25164,FEET,,
25164,HANDS/FISTS,,
25165,FEET,,
25165,HANDS/FISTS,,
25165,"MOUTH (SPIT,BITE,ETC)",,
25165,VERBAL THREAT (ASSAULT),,
25166,HANDS/FISTS,,
25169,FEET,,
25169,HANDS/FISTS,,
25169,VERBAL THREAT (ASSAULT),,
25170,FEET,,
25170,HANDS/FISTS,,
25170,VERBAL THREAT (ASSAULT),,
25173,FEET,,
25173,HANDS/FISTS,,
25179,HANDS/FISTS,,
25179,VERBAL THREAT (ASSAULT),,
25184,OTHER (SPECIFY),,THREW A BRICK AT R/O
25187,HANDS/FISTS,,
25187,VERBAL THREAT (ASSAULT),,
25188,HANDS/FISTS,,
25188,VERBAL THREAT (ASSAULT),,
25194,HANDS/FISTS,,
25195,HANDS/FISTS,,
25199,HANDS/FISTS,,
25199,VERBAL THREAT (ASSAULT),,
25201,FEET,,
25201,HANDS/FISTS,,
25201,VERBAL THREAT (ASSAULT),,
25203,OTHER (SPECIFY),,"CLENCH FISTS, SWUNG ELBOW"
25203,VERBAL THREAT (ASSAULT),,
25205,FEET,,
25205,HANDS/FISTS,,
25205,VERBAL THREAT (ASSAULT),,
25206,FEET,,
25206,VERBAL THREAT (ASSAULT),,
25217,OTHER (SPECIFY),,RAISED CLENCHED FISTS AND RUSHED AT A/O.
25221,HANDS/FISTS,,
25225,FEET,,
25225,HANDS/FISTS,,
25225,VERBAL THREAT (ASSAULT),,
25226,HANDS/FISTS,,
25227,HANDS/FISTS,,
25229,HANDS/FISTS,,
25230,HANDS/FISTS,,
25231,FEET,,
25231,"MOUTH (SPIT,BITE,ETC)",,
25231,OTHER (SPECIFY),,ATT TO KICK AND THROW BLOOD
25231,VERBAL THREAT (ASSAULT),,
25233,FEET,,
25233,HANDS/FISTS,,
25236,FEET,,
25236,HANDS/FISTS,,
25236,OTHER (SPECIFY),,ATTEMPTED TO BITE
25236,VERBAL THREAT (ASSAULT),,
25239,HANDS/FISTS,,
25243,FEET,,
25243,HANDS/FISTS,,
25250,FIREARM - REVOLVER,357 MAG,
25251,HANDS/FISTS,,
25251,KNIFE/OTHER CUTTING INSTRUMENT,,
25251,"MOUTH (SPIT,BITE,ETC)",,
25253,FEET,,
25253,HANDS/FISTS,,
25253,VERBAL THREAT (ASSAULT),,
25254,FEET,,
25254,HANDS/FISTS,,
25254,VERBAL THREAT (ASSAULT),,
25255,VERBAL THREAT (ASSAULT),,
25257,VERBAL THREAT (ASSAULT),,
25259,HANDS/FISTS,,
25265,HANDS/FISTS,,
25269,HANDS/FISTS,,
25271,"MOUTH (SPIT,BITE,ETC)",,
25272,"MOUTH (SPIT,BITE,ETC)",,
25276,KNIFE/OTHER CUTTING INSTRUMENT,,
25276,OTHER (SPECIFY),,DISPLAYED KNIFE
25276,VERBAL THREAT (ASSAULT),,
25280,HANDS/FISTS,,
25281,FEET,,
25281,HANDS/FISTS,,
25283,HANDS/FISTS,,
25283,"MOUTH (SPIT,BITE,ETC)",,
25285,HANDS/FISTS,,
25295,HANDS/FISTS,,
25295,OTHER (SPECIFY),,BLUNT INSTRUMENT
25295,OTHER (SPECIFY),,UNK OBJECT IN HAND
25299,HANDS/FISTS,,
25301,"MOUTH (SPIT,BITE,ETC)",,
25303,FEET,,
25308,HANDS/FISTS,,
25309,FIREARM - SEMI-AUTOMATIC, 9 MM,
25310,FIREARM - SEMI-AUTOMATIC, 9 MM,
25311,FIREARM - SEMI-AUTOMATIC, 9 MM,
25312,FEET,,
25319,HANDS/FISTS,,
25319,VERBAL THREAT (ASSAULT),,
25320,OTHER (SPECIFY),,ELBOW
25323,HANDS/FISTS,,
25329,HANDS/FISTS,,
25330,FEET,,
25330,HANDS/FISTS,,
25335,HANDS/FISTS,,
25337,HANDS/FISTS,,
25338,VEHICLE - OFFICER STRUCK WITH VEHICLE,,
25341,VERBAL THREAT (ASSAULT),,
25342,VERBAL THREAT (ASSAULT),,
25343,VERBAL THREAT (ASSAULT),,
25344,VERBAL THREAT (ASSAULT),,
25347,FEET,,
25347,HANDS/FISTS,,
25347,VERBAL THREAT (ASSAULT),,
25348,FEET,,
25348,HANDS/FISTS,,
25349,FEET,,
25349,HANDS/FISTS,,
25349,VERBAL THREAT (ASSAULT),,
25350,FEET,,
25350,HANDS/FISTS,,
25350,VERBAL THREAT (ASSAULT),,
25351,HANDS/FISTS,,
25356,OTHER (SPECIFY),,SHOVED OFFICER IN THE CHEST
25361,"MOUTH (SPIT,BITE,ETC)",,
25361,OTHER (SPECIFY),,RIGHT SHOULDER
25364,HANDS/FISTS,,
25365,HANDS/FISTS,,
25377,FIREARM - REVOLVER,32 CAL,
25378,FIREARM - REVOLVER,32 CAL,
25379,FIREARM - REVOLVER,32 CAL,
25381,FIREARM - REVOLVER, 38 CAL,
25395,HANDS/FISTS,,
25396,OTHER (SPECIFY),,VEHICLE
25396,VEHICLE - OFFICER STRUCK WITH VEHICLE,,
25397,OTHER (SPECIFY),,VEHICLE
25398,HANDS/FISTS,,
25399,OTHER (SPECIFY),,MOTOR VEHICLE
25403,HANDS/FISTS,,
25407,HANDS/FISTS,,
25407,"MOUTH (SPIT,BITE,ETC)",,
25411,OTHER (SPECIFY),,HEAD
25419,HANDS/FISTS,,
25419,VERBAL THREAT (ASSAULT),,
25420,HANDS/FISTS,,
25420,VERBAL THREAT (ASSAULT),,
25431,HANDS/FISTS,,
25432,HANDS/FISTS,,
25434,HANDS/FISTS,,
25434,VERBAL THREAT (ASSAULT),,
25435,HANDS/FISTS,,
25442,HANDS/FISTS,,
25442,VERBAL THREAT (ASSAULT),,
25446,FIREARM - REVOLVER, 38 CAL,
25447,FEET,,
25447,HANDS/FISTS,,
25447,VERBAL THREAT (ASSAULT),,
25449,FEET,,
25449,HANDS/FISTS,,
25449,VERBAL THREAT (ASSAULT),,
25453,HANDS/FISTS,,
25458,VEHICLE - ATTEMPTED TO STRIKE OFFICER WITH VEHICLE,,
25461,VEHICLE - ATTEMPTED TO STRIKE OFFICER WITH VEHICLE,,
25475,VERBAL THREAT (ASSAULT),,
25476,FIREARM - SEMI-AUTOMATIC,380 ACP,
25476,OTHER (SPECIFY),,POINTED GUN AT OFFICER
25477,HANDS/FISTS,,
25477,OTHER (SPECIFY),,LUNGED FORWARD
25477,VERBAL THREAT (ASSAULT),,
25480,VERBAL THREAT (ASSAULT),,
25492,HANDS/FISTS,,
25498,"MOUTH (SPIT,BITE,ETC)",,
25507,HANDS/FISTS,,
25507,VERBAL THREAT (ASSAULT),,
25508,HANDS/FISTS,,
25508,VERBAL THREAT (ASSAULT),,
25509,FEET,,
25509,HANDS/FISTS,,
25514,FIREARM - SEMI-AUTOMATIC, 9 MM,REPLICA
25515,FIREARM - SEMI-AUTOMATIC, 9 MM,REPLICA
25517,VERBAL THREAT (ASSAULT),,
25518,OTHER (SPECIFY),,DRAGGED PO W/CAR
25518,OTHER (SPECIFY),,VEHICLE
25519,OTHER (SPECIFY),,DRAGGED PO W/CAR
25519,OTHER (SPECIFY),,VEHICLE
25520,OTHER (SPECIFY),,LONG THIN METAL RESEMBLING ICE PICK
25533,FEET,,
25533,HANDS/FISTS,,
25533,"MOUTH (SPIT,BITE,ETC)",,
25533,VERBAL THREAT (ASSAULT),,
25534,FEET,,
25534,HANDS/FISTS,,
25534,"MOUTH (SPIT,BITE,ETC)",,
25534,VERBAL THREAT (ASSAULT),,
25535,HANDS/FISTS,,
25535,VERBAL THREAT (ASSAULT),,
25536,HANDS/FISTS,,
25536,OTHER (SPECIFY),,ATTEMPTED TO PUNCH
25537,HANDS/FISTS,,
25538,HANDS/FISTS,,
25539,HANDS/FISTS,,
25546,FEET,,
25549,HANDS/FISTS,,
25550,FEET,,
25550,HANDS/FISTS,,
25557,HANDS/FISTS,,
25562,FEET,,
25562,HANDS/FISTS,,
25562,OTHER (SPECIFY),,SCREWDRIVER
25562,OTHER (SPECIFY),,THREATENED WITH A SCREWDRIVER
25569,FEET,,
25569,HANDS/FISTS,,
25569,VERBAL THREAT (ASSAULT),,
25570,HANDS/FISTS,,
25571,FEET,,
25579,VERBAL THREAT (ASSAULT),,
25580,HANDS/FISTS,,
25580,VERBAL THREAT (ASSAULT),,
25581,OTHER (SPECIFY),,RAISED FISTS THREATENING
25581,VERBAL THREAT (ASSAULT),,
25583,FEET,,
25593,HANDS/FISTS,,
25595,HANDS/FISTS,,
25602,HANDS/FISTS,,
25602,VERBAL THREAT (ASSAULT),,
25603,HANDS/FISTS,,
25603,VERBAL THREAT (ASSAULT),,
25604,HANDS/FISTS,,
25604,VERBAL THREAT (ASSAULT),,
25605,HANDS/FISTS,,
25605,VERBAL THREAT (ASSAULT),,
25609,FEET,,
25609,HANDS/FISTS,,
25609,"MOUTH (SPIT,BITE,ETC)",,
25609,VERBAL THREAT (ASSAULT),,
25610,HANDS/FISTS,,
25610,VERBAL THREAT (ASSAULT),,
25623,FEET,,
25623,HANDS/FISTS,,
25623,VERBAL THREAT (ASSAULT),,
25629,HANDS/FISTS,,
25634,HANDS/FISTS,,
25635,HANDS/FISTS,,
25639,OTHER (SPECIFY),,OFFICER STRUCK WITH VEHICLE DOOR
25647,HANDS/FISTS,,
25647,VERBAL THREAT (ASSAULT),,
25648,HANDS/FISTS,,
25648,VERBAL THREAT (ASSAULT),,
25649,FIREARM - SEMI-AUTOMATIC, 9 MM,
25649,HANDS/FISTS,,
25650,HANDS/FISTS,,
25650,OTHER (SPECIFY),,FIST
25651,OTHER (SPECIFY),,THREATENED TO STRIKE WITH TIRE IRON
25651,OTHER (SPECIFY),,TIRE IRON
25653,OTHER (SPECIFY),,2 X 4 BOARD
25657,OTHER (SPECIFY),,DISPLAYED CELL PHONE AS FIREARM
25657,VERBAL THREAT (ASSAULT),,
25659,FEET,,
25659,HANDS/FISTS,,
25659,KNIFE/OTHER CUTTING INSTRUMENT,,
25659,"MOUTH (SPIT,BITE,ETC)",,
25660,FEET,,
25660,HANDS/FISTS,,
25660,KNIFE/OTHER CUTTING INSTRUMENT,,
25660,"MOUTH (SPIT,BITE,ETC)",,
25661,OTHER (SPECIFY),,USED BODY TO PIN PO AGAINST WALL
25666,OTHER (SPECIFY),,THREW BOTTLE
25667,FEET,,
25667,"MOUTH (SPIT,BITE,ETC)",,
25681,FEET,,
25682,FEET,,
25682,OTHER (SPECIFY),,HEAD & BODY
25682,VERBAL THREAT (ASSAULT),,
25689,FEET,,
25690,HANDS/FISTS,,
25693,KNIFE/OTHER CUTTING INSTRUMENT,,
25694,KNIFE/OTHER CUTTING INSTRUMENT,,
25697,HANDS/FISTS,,
25699,HANDS/FISTS,,
25699,VERBAL THREAT (ASSAULT),,
25707,"MOUTH (SPIT,BITE,ETC)",,
25709,FEET,,
25709,HANDS/FISTS,,
25709,VERBAL THREAT (ASSAULT),,
25710,HANDS/FISTS,,
25710,VERBAL THREAT (ASSAULT),,
25711,FEET,,
25711,HANDS/FISTS,,
25711,"MOUTH (SPIT,BITE,ETC)",,
25711,VERBAL THREAT (ASSAULT),,
25713,HANDS/FISTS,,
25715,FEET,,
25715,HANDS/FISTS,,
25715,VERBAL THREAT (ASSAULT),,
25716,HANDS/FISTS,,
25716,VERBAL THREAT (ASSAULT),,
25717,HANDS/FISTS,,
25726,HANDS/FISTS,,
25731,HANDS/FISTS,,
25733,VERBAL THREAT (ASSAULT),,
25735,VERBAL THREAT (ASSAULT),,
25741,FEET,,
25741,VERBAL THREAT (ASSAULT),,
25743,FEET,,
25747,HANDS/FISTS,,
25747,"MOUTH (SPIT,BITE,ETC)",,
25751,VERBAL THREAT (ASSAULT),,
25760,HANDS/FISTS,,
25761,FEET,,
25761,HANDS/FISTS,,
25761,"MOUTH (SPIT,BITE,ETC)",,
25761,VERBAL THREAT (ASSAULT),,
25763,FEET,,
25763,HANDS/FISTS,,
25763,"MOUTH (SPIT,BITE,ETC)",,
25763,VERBAL THREAT (ASSAULT),,
25765,FEET,,
25765,HANDS/FISTS,,
25765,"MOUTH (SPIT,BITE,ETC)",,
25765,VERBAL THREAT (ASSAULT),,
25769,OTHER (SPECIFY),,ATTEMPT TO HEAD-BUTT
25770,HANDS/FISTS,,
25770,VERBAL THREAT (ASSAULT),,
25771,HANDS/FISTS,,
25771,VERBAL THREAT (ASSAULT),,
25787,HANDS/FISTS,,
25789,HANDS/FISTS,,
25790,HANDS/FISTS,,
25796,FEET,,
25797,FIREARM - REVOLVER, 38 CAL,
25799,HANDS/FISTS,,
25799,VERBAL THREAT (ASSAULT),,
25801,HANDS/FISTS,,
25804,OTHER (SPECIFY),,"10"" REBAR LEAD PIPE"
25805,FEET,,
25805,"MOUTH (SPIT,BITE,ETC)",,
25814,HANDS/FISTS,,
25819,HANDS/FISTS,,
25821,BLUNT INSTRUMENT,,
25821,FEET,,
25821,HANDS/FISTS,,
25821,OTHER (SPECIFY),,SWUNG BAT AT R/O
25822,BLUNT INSTRUMENT,,
25823,VERBAL THREAT (ASSAULT),,
25826,HANDS/FISTS,,
25829,FEET,,
25829,HANDS/FISTS,,
25830,FEET,,
25830,HANDS/FISTS,,
25835,FIREARM - REVOLVER, 38 CAL,
25836,FIREARM - REVOLVER, 38 CAL,
25843,HANDS/FISTS,,
25847,VERBAL THREAT (ASSAULT),,
25851,HANDS/FISTS,,
25854,"MOUTH (SPIT,BITE,ETC)",,
25861,HANDS/FISTS,,
25865,HANDS/FISTS,,
25879,FIREARM - SHOTGUN,12 GA,
25880,FIREARM - SHOTGUN,12 GA,
25881,"MOUTH (SPIT,BITE,ETC)",,
25883,FEET,,
25883,HANDS/FISTS,,
25884,FEET,,
25884,HANDS/FISTS,,
25884,VERBAL THREAT (ASSAULT),,
25885,HANDS/FISTS,,
25888,FEET,,
25888,OTHER (SPECIFY),,SPITTING
25897,HANDS/FISTS,,
25899,HANDS/FISTS,,
25899,VERBAL THREAT (ASSAULT),,
25901,HANDS/FISTS,,
25901,OTHER (SPECIFY),,MOORE PUSHED AND THREW A PUNCH AT P.O. WILLIAMS #18542 
25903,"MOUTH (SPIT,BITE,ETC)",,
25904,FEET,,
25905,HANDS/FISTS,,
25906,FEET,,
25906,HANDS/FISTS,,
25906,VERBAL THREAT (ASSAULT),,
25908,FEET,,
25908,HANDS/FISTS,,
25908,VERBAL THREAT (ASSAULT),,
25911,HANDS/FISTS,,
25911,VERBAL THREAT (ASSAULT),,
25914,HANDS/FISTS,,
25915,HANDS/FISTS,,
25917,HANDS/FISTS,,
25918,HANDS/FISTS,,
25921,HANDS/FISTS,,
25922,VERBAL THREAT (ASSAULT),,
25923,HANDS/FISTS,,
25928,FIREARM - SEMI-AUTOMATIC,380 ACP,
25929,OTHER (SPECIFY),,ELBOW
25929,VERBAL THREAT (ASSAULT),,
25933,HANDS/FISTS,,
25945,VERBAL THREAT (ASSAULT),,
25946,"MOUTH (SPIT,BITE,ETC)",,
25951,OTHER (SPECIFY),,BOTTLE
25951,VERBAL THREAT (ASSAULT),,
25952,OTHER (SPECIFY),,BOTTLE
25952,OTHER (SPECIFY),,THROWN GLASS BOTTLE
25952,VERBAL THREAT (ASSAULT),,
25953,HANDS/FISTS,,
25955,VERBAL THREAT (ASSAULT),,
25956,FEET,,
25957,HANDS/FISTS,,
25959,HANDS/FISTS,,
25961,FEET,,
25961,HANDS/FISTS,,
25961,"MOUTH (SPIT,BITE,ETC)",,
25961,VERBAL THREAT (ASSAULT),,
25963,HANDS/FISTS,,
25963,"MOUTH (SPIT,BITE,ETC)",,
25963,VERBAL THREAT (ASSAULT),,
25981,HANDS/FISTS,,
25981,VERBAL THREAT (ASSAULT),,
25983,KNIFE/OTHER CUTTING INSTRUMENT,,
25984,KNIFE/OTHER CUTTING INSTRUMENT,,
25985,HANDS/FISTS,,
25993,HANDS/FISTS,,
25995,HANDS/FISTS,,
26000,HANDS/FISTS,,
26007,FEET,,
26007,HANDS/FISTS,,
26007,VERBAL THREAT (ASSAULT),,
26011,FEET,,
26011,HANDS/FISTS,,
26011,VERBAL THREAT (ASSAULT),,
26015,VERBAL THREAT (ASSAULT),,
26017,"MOUTH (SPIT,BITE,ETC)",,
26024,FEET,,
26024,"MOUTH (SPIT,BITE,ETC)",,
26036,HANDS/FISTS,,
26036,"MOUTH (SPIT,BITE,ETC)",,
26041,HANDS/FISTS,,
26049,OTHER (SPECIFY),,HEAD BUTT
26054,FEET,,
26054,HANDS/FISTS,,
26054,OTHER (SPECIFY),,HEAD
26054,VERBAL THREAT (ASSAULT),,
26056,OTHER (SPECIFY),,HEADBUTT 
26057,"MOUTH (SPIT,BITE,ETC)",,
26057,VERBAL THREAT (ASSAULT),,
26058,OTHER (SPECIFY),,CLINCHED FISTS
26058,VERBAL THREAT (ASSAULT),,
26061,"MOUTH (SPIT,BITE,ETC)",,
26063,HANDS/FISTS,,
26071,HANDS/FISTS,,
26071,"MOUTH (SPIT,BITE,ETC)",,
26071,VERBAL THREAT (ASSAULT),,
26073,HANDS/FISTS,,
26076,FEET,,
26076,HANDS/FISTS,,
26076,VERBAL THREAT (ASSAULT),,
26077,FEET,,
26077,HANDS/FISTS,,
26077,VERBAL THREAT (ASSAULT),,
26079,FEET,,
26079,VERBAL THREAT (ASSAULT),,
26080,FEET,,
26085,FEET,,
26085,HANDS/FISTS,,
26087,HANDS/FISTS,,
26088,VERBAL THREAT (ASSAULT),,
26089,FEET,,
26089,HANDS/FISTS,,
26091,VERBAL THREAT (ASSAULT),,
26092,FIREARM - SEMI-AUTOMATIC,UNKNOWN,
26092,VERBAL THREAT (ASSAULT),,
26099,VERBAL THREAT (ASSAULT),,
26104,HANDS/FISTS,,
26105,HANDS/FISTS,,
26105,VERBAL THREAT (ASSAULT),,
26106,FEET,,
26106,HANDS/FISTS,,
26108,VERBAL THREAT (ASSAULT),,
26109,VERBAL THREAT (ASSAULT),,
26112,OTHER (SPECIFY),,PUSHED R/O &FLAILED ARMS
26113,HANDS/FISTS,,
26118,FEET,,
26118,HANDS/FISTS,,
26118,VERBAL THREAT (ASSAULT),,
26135,HANDS/FISTS,,
26148,HANDS/FISTS,,
26149,FEET,,
26149,HANDS/FISTS,,
26153,OTHER (SPECIFY),,CUT TO RIGHT ELBOW
26156,OTHER (SPECIFY),,ELBOW
26159,HANDS/FISTS,,
26167,HANDS/FISTS,,
26167,VERBAL THREAT (ASSAULT),,
26169,FEET,,
26169,HANDS/FISTS,,
26175,OTHER (SPECIFY),,HEAD
26177,OTHER (SPECIFY),,HEAD BUTT
26179,HANDS/FISTS,,
26180,HANDS/FISTS,,
26181,HANDS/FISTS,,
26183,KNIFE/OTHER CUTTING INSTRUMENT,,
26193,HANDS/FISTS,,
26195,HANDS/FISTS,,
26207,FEET,,
26207,HANDS/FISTS,,
26209,FEET,,
26209,HANDS/FISTS,,
26221,FEET,,
26223,OTHER (SPECIFY),,TOOK SWING AT OFFICER
26225,OTHER (SPECIFY),,SHOT  BY PAINT BALL GUN
26226,HANDS/FISTS,,
26226,VERBAL THREAT (ASSAULT),,
26227,"MOUTH (SPIT,BITE,ETC)",,
26233,FEET,,
26233,HANDS/FISTS,,
26243,FIREARM - SEMI-AUTOMATIC,40 S&W,EXTENDED MAGAZINE
26244,FIREARM - SEMI-AUTOMATIC,40 S&W,
26245,VERBAL THREAT (ASSAULT),,
26246,FEET,,
26246,HANDS/FISTS,,
26246,"MOUTH (SPIT,BITE,ETC)",,
26246,VERBAL THREAT (ASSAULT),,
26247,HANDS/FISTS,,
26247,"MOUTH (SPIT,BITE,ETC)",,
26252,HANDS/FISTS,,
26252,VERBAL THREAT (ASSAULT),,
26254,HANDS/FISTS,,
26256,VERBAL THREAT (ASSAULT),,
26257,"MOUTH (SPIT,BITE,ETC)",,
26265,HANDS/FISTS,,
26266,HANDS/FISTS,,
26267,HANDS/FISTS,,
26269,VERBAL THREAT (ASSAULT),,
26286,"MOUTH (SPIT,BITE,ETC)",,
26289,OTHER (SPECIFY),,SLAPPED OFFICER'S HAND DOWN
26295,FEET,,
26295,HANDS/FISTS,,
26296,FEET,,
26296,HANDS/FISTS,,
26304,"MOUTH (SPIT,BITE,ETC)",,
26317,"MOUTH (SPIT,BITE,ETC)",,
26317,VERBAL THREAT (ASSAULT),,
26319,"MOUTH (SPIT,BITE,ETC)",,
26319,VERBAL THREAT (ASSAULT),,
26327,OTHER (SPECIFY),,CLENCHED RIGHT FIST
26327,VERBAL THREAT (ASSAULT),,
26331,FEET,,
26331,HANDS/FISTS,,
26332,FEET,,
26332,HANDS/FISTS,,
26337,VERBAL THREAT (ASSAULT),,
26351,FEET,,
26351,HANDS/FISTS,,
26352,FEET,,
26352,HANDS/FISTS,,
26353,HANDS/FISTS,,
26353,VERBAL THREAT (ASSAULT),,
26359,FEET,,
26359,FIREARM - SEMI-AUTOMATIC,45 CAL,
26359,HANDS/FISTS,,
26360,FEET,,
26360,FIREARM - SEMI-AUTOMATIC,45 CAL,
26360,HANDS/FISTS,,
26361,FEET,,
26361,HANDS/FISTS,,
26361,"MOUTH (SPIT,BITE,ETC)",,
